                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.66912,                0.48302,                0.93774,                 0.7857,                0.76066,                0.80742,                0.58431,                 1.0066,                0.91541,                 1.0952,              0.0002377,              0.0002377,              0.0002377
                     79,                0.66275,                0.47035,                0.93299,                0.77457,                 0.7486,                0.80738,                0.59711,                0.98268,                 0.8905,                 1.0883,              0.0002278,              0.0002278,              0.0002278
                     80,                 0.6506,                0.46631,                0.93335,                0.79558,                0.76364,                0.79786,                0.58123,                0.99837,                0.89194,                 1.0945,              0.0002179,              0.0002179,              0.0002179
                     81,                0.65424,                0.47364,                0.93237,                0.81729,                0.72381,                0.80458,                0.59375,                0.99717,                0.89245,                 1.0896,               0.000208,               0.000208,               0.000208
                     82,                0.65138,                0.46645,                0.93053,                0.78118,                0.77243,                0.80522,                0.58866,                0.99987,                0.91022,                 1.1017,              0.0001981,              0.0001981,              0.0001981
                     83,                0.64686,                0.45316,                0.92994,                0.80985,                0.75533,                0.81753,                0.60671,                 1.0091,                0.88783,                 1.0954,              0.0001882,              0.0001882,              0.0001882
                     84,                0.63297,                0.44102,                0.91924,                0.84286,                 0.7379,                0.81348,                0.59104,                  1.001,                0.89032,                 1.0999,              0.0001783,              0.0001783,              0.0001783
                     85,                0.63018,                0.44547,                0.92606,                0.77377,                0.73509,                0.80161,                0.58881,                 1.0005,                0.93717,                 1.0888,              0.0001684,              0.0001684,              0.0001684
                     86,                 0.6478,                0.45645,                0.92604,                0.74525,                0.75162,                0.78508,                0.57711,                 1.0047,                0.94506,                 1.1038,              0.0001585,              0.0001585,              0.0001585
                     87,                0.63579,                0.44488,                 0.9204,                0.72747,                0.75387,                0.79007,                0.57495,                 1.0114,                0.94909,                 1.0998,              0.0001486,              0.0001486,              0.0001486
                     88,                0.62464,                 0.4367,                0.91902,                0.82657,                0.72224,                0.80785,                0.60289,                0.99954,                0.90146,                 1.0783,              0.0001387,              0.0001387,              0.0001387
                     89,                0.62238,                0.44207,                0.92654,                0.74282,                0.80449,                0.79404,                0.58226,                 1.0054,                0.91533,                 1.0981,              0.0001288,              0.0001288,              0.0001288
                     90,                0.62351,                0.44258,                0.92459,                0.77665,                0.76039,                0.79591,                0.58461,                 1.0111,                0.93455,                 1.1049,              0.0001189,              0.0001189,              0.0001189
                     91,                0.55601,                0.33376,                0.87858,                 0.7487,                0.74199,                 0.7656,                0.56284,                 1.0049,                0.98045,                 1.1003,               0.000109,               0.000109,               0.000109
                     92,                0.53005,                0.31522,                0.86715,                0.78722,                0.74877,                0.78231,                0.57132,                 1.0054,                0.90902,                 1.1118,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.51101,                0.29598,                0.85719,                0.81091,                0.74192,                0.79723,                0.58306,                0.99475,                0.89094,                 1.0921,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.50104,                0.29509,                 0.8527,                0.77391,                0.76642,                0.80115,                0.58113,                  1.002,                0.90097,                 1.1014,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.49536,                0.28829,                0.85894,                0.78096,                0.76232,                0.80003,                 0.5947,                0.99711,                0.89667,                 1.1024,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.49327,                0.29455,                0.85482,                0.83067,                0.72698,                0.80604,                0.59519,                 0.9961,                0.89106,                 1.0979,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.48482,                0.29201,                0.85258,                0.78391,                0.74231,                0.79965,                0.58702,                 1.0036,                0.90476,                 1.1005,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.48302,                0.28732,                0.85301,                0.80064,                0.74706,                0.80063,                0.58235,                 1.0031,                 0.9003,                 1.1019,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.48113,                0.28721,                0.84942,                0.78375,                0.77938,                0.80252,                0.59082,                 1.0039,                0.89521,                  1.104,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                 0.4754,                0.27873,                0.84501,                0.76371,                0.77892,                 0.8015,                 0.5888,                 1.0045,                 0.9047,                 1.1054,               1.99e-05,               1.99e-05,               1.99e-05
