                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5503,                 3.1473,                 1.5513,                0.20854,                0.35184,                0.19908,                0.09587,                 1.5167,                 2.6834,                 1.6358,              0.0003314,              0.0003314,              0.0003314
                      2,                 1.5394,                 2.2574,                  1.612,                0.26896,                0.29649,                0.23181,                0.10836,                 1.7527,                 2.6423,                 1.8612,             0.00065157,             0.00065157,             0.00065157
                      3,                 1.5181,                 2.0025,                 1.6015,                0.15401,                0.11222,                0.10162,                0.05366,                 1.8669,                 3.2528,                 1.9202,             0.00095854,             0.00095854,             0.00095854
                      4,                 1.4943,                 1.9281,                  1.596,                0.29627,                0.59249,                0.38404,                0.21347,                 1.5105,                 1.6806,                 1.6167,              0.0009406,              0.0009406,              0.0009406
                      5,                 1.4359,                 1.7758,                 1.5496,                0.30198,                0.60654,                0.38575,                0.19525,                  1.639,                 1.7242,                 1.6856,              0.0009208,              0.0009208,              0.0009208
                      6,                 1.4284,                 1.7177,                 1.5432,                0.27416,                0.59821,                0.44413,                0.25203,                 1.4537,                 1.6379,                 1.5529,               0.000901,               0.000901,               0.000901
                      7,                 1.3887,                  1.661,                  1.521,                0.31416,                0.61301,                0.42153,                 0.2546,                 1.3752,                 1.5066,                 1.5427,              0.0008812,              0.0008812,              0.0008812
                      8,                 1.3927,                 1.6339,                 1.5145,                0.32029,                0.68916,                0.45523,                 0.2874,                 1.3361,                 1.4964,                 1.4997,              0.0008614,              0.0008614,              0.0008614
                      9,                 1.3436,                 1.5949,                 1.5031,                0.35215,                0.62596,                0.44904,                0.27369,                 1.2958,                 1.4463,                 1.4766,              0.0008416,              0.0008416,              0.0008416
                     10,                 1.3256,                 1.5323,                  1.474,                0.37002,                0.71481,                0.43846,                0.27258,                 1.3658,                 1.3816,                 1.5076,              0.0008218,              0.0008218,              0.0008218
                     11,                  1.295,                  1.499,                 1.4605,                0.43888,                0.62977,                0.49424,                0.31213,                 1.2839,                 1.3348,                 1.4452,               0.000802,               0.000802,               0.000802
                     12,                 1.2819,                 1.4473,                 1.4419,                0.35294,                0.75128,                0.46217,                0.29637,                 1.2532,                  1.368,                 1.4559,              0.0007822,              0.0007822,              0.0007822
                     13,                 1.2835,                 1.4549,                 1.4432,                0.44859,                0.66088,                0.55561,                0.36566,                 1.2321,                 1.2346,                 1.4234,              0.0007624,              0.0007624,              0.0007624
                     14,                  1.262,                 1.4003,                 1.4253,                0.39944,                0.73023,                0.49201,                0.32118,                  1.213,                 1.2587,                 1.4196,              0.0007426,              0.0007426,              0.0007426
                     15,                 1.2536,                 1.4062,                 1.4235,                 0.4421,                0.59679,                0.49824,                0.32966,                   1.19,                 1.2558,                  1.414,              0.0007228,              0.0007228,              0.0007228
                     16,                 1.2621,                 1.3923,                 1.4451,                 0.4223,                 0.6683,                0.52715,                0.34744,                 1.1928,                 1.2241,                 1.4212,               0.000703,               0.000703,               0.000703
                     17,                 1.2463,                 1.3921,                 1.4226,                 0.4531,                0.71792,                 0.5563,                0.36858,                 1.1535,                 1.1968,                 1.3437,              0.0006832,              0.0006832,              0.0006832
                     18,                 1.2284,                 1.3441,                 1.4059,                0.44432,                0.61839,                0.53286,                0.35509,                 1.1378,                 1.2011,                 1.3575,              0.0006634,              0.0006634,              0.0006634
                     19,                 1.2053,                 1.3448,                 1.3938,                0.43894,                0.63424,                0.54864,                0.37187,                 1.1917,                 1.2177,                 1.4058,              0.0006436,              0.0006436,              0.0006436
                     20,                 1.1841,                 1.3193,                 1.3813,                0.48875,                0.68354,                0.59604,                0.40945,                 1.1096,                 1.1186,                  1.343,              0.0006238,              0.0006238,              0.0006238
                     21,                 1.1981,                 1.3323,                  1.393,                0.44955,                0.71099,                0.57701,                0.38413,                 1.1292,                 1.1377,                 1.3418,               0.000604,               0.000604,               0.000604
                     22,                 1.1735,                  1.292,                 1.3782,                0.46961,                0.71428,                 0.5721,                0.39525,                 1.1354,                 1.1764,                 1.3782,              0.0005842,              0.0005842,              0.0005842
                     23,                 1.1692,                 1.2702,                 1.3758,                0.42536,                0.75231,                0.56702,                0.39888,                  1.098,                 1.1173,                 1.3192,              0.0005644,              0.0005644,              0.0005644
                     24,                 1.1541,                  1.265,                 1.3635,                0.52665,                0.72248,                0.63566,                0.44543,                 1.0934,                 1.0779,                 1.3593,              0.0005446,              0.0005446,              0.0005446
                     25,                 1.1713,                 1.2566,                 1.3768,                 0.5238,                0.71877,                0.62369,                0.41971,                 1.1635,                 1.1361,                 1.3706,              0.0005248,              0.0005248,              0.0005248
                     26,                 1.1369,                 1.2312,                 1.3549,                 0.5165,                0.71765,                0.60653,                0.42192,                 1.1096,                 1.1179,                 1.3584,               0.000505,               0.000505,               0.000505
                     27,                 1.1171,                 1.1932,                 1.3344,                0.50603,                0.68859,                0.60309,                0.42755,                 1.0775,                 1.0773,                 1.3102,              0.0004852,              0.0004852,              0.0004852
                     28,                 1.1251,                 1.2033,                 1.3466,                0.49521,                0.65091,                0.60715,                0.43097,                 1.0467,                 1.0465,                 1.2922,              0.0004654,              0.0004654,              0.0004654
                     29,                 1.1241,                 1.1786,                 1.3357,                0.55937,                0.64706,                0.64179,                0.45125,                 1.0911,                 1.0207,                 1.3047,              0.0004456,              0.0004456,              0.0004456
                     30,                 1.1036,                 1.1573,                 1.3233,                0.56747,                0.75351,                0.66911,                0.47192,                 1.0658,                 1.0077,                 1.2856,              0.0004258,              0.0004258,              0.0004258
                     31,                 1.0723,                 1.1529,                 1.3183,                0.52578,                0.69022,                0.62939,                0.44137,                 1.0719,                 1.0019,                 1.3162,               0.000406,               0.000406,               0.000406
                     32,                 1.0736,                 1.0997,                 1.2998,                0.53308,                0.77222,                 0.6849,                0.49197,                  1.024,                0.94181,                  1.265,              0.0003862,              0.0003862,              0.0003862
                     33,                  1.072,                 1.1238,                 1.3129,                0.64601,                0.65143,                0.69472,                0.50378,                0.99415,                0.96077,                 1.2521,              0.0003664,              0.0003664,              0.0003664
                     34,                 1.0635,                  1.081,                 1.3093,                0.51715,                 0.7748,                0.67028,                0.47425,                 1.0228,                0.95736,                 1.2662,              0.0003466,              0.0003466,              0.0003466
                     35,                 1.0647,                 1.0917,                 1.2965,                0.62009,                0.79537,                0.73623,                0.53573,                 0.9836,                 0.9051,                 1.2555,              0.0003268,              0.0003268,              0.0003268
                     36,                 1.0401,                 1.0604,                 1.2881,                0.64211,                0.74804,                0.73337,                0.53582,                0.96015,                0.87418,                 1.2407,               0.000307,               0.000307,               0.000307
                     37,                 1.0394,                 1.0636,                 1.2882,                0.66382,                0.80898,                0.78074,                0.59131,                0.92835,                0.83143,                 1.2064,              0.0002872,              0.0002872,              0.0002872
                     38,                  1.002,                  1.013,                 1.2675,                 0.6157,                0.82774,                0.76093,                0.58158,                0.89336,                0.82833,                 1.1894,              0.0002674,              0.0002674,              0.0002674
                     39,                0.98278,                0.98826,                 1.2592,                 0.6844,                0.81042,                0.79122,                0.60627,                0.90976,                0.80611,                  1.194,              0.0002476,              0.0002476,              0.0002476
                     40,                0.99165,                0.96689,                 1.2505,                  0.648,                0.85219,                0.78247,                0.59803,                0.90872,                0.78245,                 1.2029,              0.0002278,              0.0002278,              0.0002278
                     41,                0.94258,                0.86348,                 1.2609,                0.71291,                0.72854,                0.77698,                0.59096,                 0.9062,                0.79899,                 1.2018,               0.000208,               0.000208,               0.000208
                     42,                0.90657,                0.80327,                 1.2332,                0.62275,                0.83238,                0.79417,                0.60111,                 0.9105,                0.78371,                 1.1968,              0.0001882,              0.0001882,              0.0001882
                     43,                0.89228,                0.78706,                 1.2343,                0.77357,                0.74663,                0.83472,                0.63285,                0.86877,                0.73203,                 1.1761,              0.0001684,              0.0001684,              0.0001684
                     44,                0.86762,                0.76818,                  1.207,                0.72798,                0.88938,                0.88206,                 0.6718,                0.86704,                0.69909,                 1.1681,              0.0001486,              0.0001486,              0.0001486
                     45,                0.86553,                 0.7462,                 1.2116,                0.74153,                0.83429,                0.88122,                0.67508,                0.85398,                 0.6656,                 1.1649,              0.0001288,              0.0001288,              0.0001288
                     46,                0.84432,                0.71707,                 1.1937,                0.83443,                0.78292,                0.88524,                0.69172,                0.83551,                0.66236,                 1.1492,               0.000109,               0.000109,               0.000109
                     47,                0.82937,                0.68686,                 1.1786,                0.86061,                0.79966,                0.90069,                0.71062,                0.83098,                0.62511,                  1.141,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.82004,                 0.6723,                 1.1729,                0.87968,                 0.8319,                0.91647,                0.72687,                0.78974,                 0.6147,                 1.1275,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.79707,                0.64844,                 1.1604,                0.85349,                0.86623,                0.92935,                0.74281,                0.78646,                0.59507,                 1.1187,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                0.79312,                 0.6386,                 1.1638,                0.87432,                0.85681,                0.94144,                0.75787,                0.77693,                0.58404,                 1.1093,               2.98e-05,               2.98e-05,               2.98e-05
