                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.84982,                0.66786,                 1.0083,                0.80065,                0.72214,                0.80767,                0.60755,                0.92131,                0.89231,                 1.0756,              0.0006535,              0.0006535,              0.0006535
                     37,                0.83884,                0.65554,                 1.0035,                0.78449,                0.78434,                0.83079,                0.61002,                 0.9788,                0.82542,                 1.1289,              0.0006436,              0.0006436,              0.0006436
                     38,                 0.8415,                0.66324,                 1.0054,                0.79156,                0.76735,                0.84499,                0.63372,                0.91082,                 0.8217,                 1.0797,              0.0006337,              0.0006337,              0.0006337
                     39,                0.83124,                0.65127,                0.99647,                0.77714,                0.78381,                0.82168,                0.60724,                0.94418,                0.83894,                 1.0998,              0.0006238,              0.0006238,              0.0006238
                     40,                 0.8323,                0.63569,                0.99898,                0.85258,                0.70308,                0.83407,                0.62566,                0.96411,                0.87583,                 1.1016,              0.0006139,              0.0006139,              0.0006139
                     41,                0.83717,                0.64835,                 1.0129,                0.75886,                0.77622,                0.82172,                0.60893,                0.96861,                0.84852,                 1.1063,               0.000604,               0.000604,               0.000604
                     42,                0.83126,                0.63108,                 1.0047,                0.76925,                0.78038,                0.83921,                0.63564,                0.93463,                 0.8139,                 1.1022,              0.0005941,              0.0005941,              0.0005941
                     43,                0.81963,                0.63221,                0.99397,                 0.7471,                0.80968,                0.83407,                0.61344,                0.97906,                0.86025,                 1.1272,              0.0005842,              0.0005842,              0.0005842
                     44,                0.81236,                0.63034,                0.99358,                0.74064,                0.74244,                0.79612,                 0.5961,                0.95673,                0.94459,                  1.116,              0.0005743,              0.0005743,              0.0005743
                     45,                0.80248,                0.60396,                0.99346,                0.73648,                0.78226,                 0.8384,                0.61951,                0.95415,                0.85614,                 1.1025,              0.0005644,              0.0005644,              0.0005644
                     46,                0.81269,                0.61725,                0.99365,                0.66973,                0.81228,                0.80411,                0.59987,                0.95473,                0.90129,                 1.0972,              0.0005545,              0.0005545,              0.0005545
                     47,                0.80449,                0.62404,                0.99168,                0.72768,                   0.81,                0.82603,                0.61493,                0.95703,                 0.8419,                 1.0987,              0.0005446,              0.0005446,              0.0005446
                     48,                0.78497,                0.59822,                0.98194,                0.74691,                0.82827,                0.82696,                0.60941,                0.93698,                0.86057,                 1.0907,              0.0005347,              0.0005347,              0.0005347
                     49,                0.77962,                0.57494,                0.97258,                0.74866,                 0.8027,                0.81863,                0.61684,                0.92829,                0.86047,                    1.1,              0.0005248,              0.0005248,              0.0005248
                     50,                0.78568,                0.57138,                 0.9765,                0.75329,                 0.7482,                0.79842,                 0.5976,                0.95313,                0.88647,                 1.0951,              0.0005149,              0.0005149,              0.0005149
                     51,                0.77043,                0.58369,                0.97433,                0.75378,                0.81439,                0.83838,                0.62135,                0.97149,                 0.8499,                 1.1254,               0.000505,               0.000505,               0.000505
                     52,                0.78196,                0.57513,                0.97952,                0.80297,                0.71731,                 0.8279,                0.61782,                0.93816,                 0.8527,                 1.0891,              0.0004951,              0.0004951,              0.0004951
                     53,                0.76314,                0.55702,                0.96636,                 0.7804,                0.78206,                0.83164,                0.62257,                0.93034,                0.85025,                 1.0813,              0.0004852,              0.0004852,              0.0004852
                     54,                0.77197,                0.56887,                 0.9763,                 0.8119,                0.75285,                0.83542,                 0.6269,                0.94455,                0.84894,                 1.0912,              0.0004753,              0.0004753,              0.0004753
                     55,                0.77198,                0.57024,                0.97938,                0.73262,                0.79377,                0.82804,                0.62302,                0.94137,                0.89476,                 1.0928,              0.0004654,              0.0004654,              0.0004654
                     56,                0.76368,                0.55801,                0.97331,                0.72028,                0.86197,                0.84801,                0.63222,                0.92714,                0.83157,                 1.0879,              0.0004555,              0.0004555,              0.0004555
                     57,                0.75978,                 0.5628,                0.97162,                0.78499,                0.78218,                0.83346,                0.62504,                0.94163,                0.91219,                 1.1013,              0.0004456,              0.0004456,              0.0004456
                     58,                0.75443,                0.55226,                0.96381,                0.80314,                0.79363,                0.85644,                0.65397,                0.94027,                0.82447,                 1.0989,              0.0004357,              0.0004357,              0.0004357
                     59,                0.76512,                0.55829,                0.97622,                 0.7393,                0.80959,                0.83652,                0.63248,                0.95665,                0.84124,                 1.0986,              0.0004258,              0.0004258,              0.0004258
                     60,                0.74842,                0.55044,                0.96641,                0.70647,                0.80643,                0.81067,                0.60554,                0.97125,                0.88882,                 1.1308,              0.0004159,              0.0004159,              0.0004159
                     61,                0.74327,                0.54331,                0.96368,                0.84051,                0.71162,                0.82994,                0.62744,                0.93091,                 0.8642,                 1.1049,               0.000406,               0.000406,               0.000406
                     62,                0.74605,                0.54486,                0.95962,                0.77346,                0.81168,                  0.838,                 0.6305,                0.95022,                0.83912,                 1.1093,              0.0003961,              0.0003961,              0.0003961
                     63,                0.72746,                0.54276,                0.95918,                0.74608,                0.85036,                0.83372,                0.62299,                0.93476,                0.83941,                 1.1047,              0.0003862,              0.0003862,              0.0003862
                     64,                0.72994,                0.52858,                 0.9602,                0.77845,                0.79199,                0.83241,                0.62343,                0.94162,                0.81684,                 1.0971,              0.0003763,              0.0003763,              0.0003763
                     65,                 0.7145,                0.52944,                0.95446,                0.77399,                0.82222,                0.84279,                0.62411,                0.94493,                0.84838,                 1.0942,              0.0003664,              0.0003664,              0.0003664
                     66,                0.71598,                0.52151,                 0.9526,                0.71294,                0.75649,                0.81762,                0.61827,                0.95408,                0.93394,                 1.1153,              0.0003565,              0.0003565,              0.0003565
                     67,                0.70285,                0.51645,                0.94575,                 0.7669,                0.78257,                 0.8395,                0.63533,                0.93928,                0.88458,                 1.0897,              0.0003466,              0.0003466,              0.0003466
                     68,                0.70188,                0.50677,                0.94305,                0.75098,                0.79959,                0.83548,                0.63122,                0.91987,                0.84764,                 1.0995,              0.0003367,              0.0003367,              0.0003367
                     69,                0.70949,                0.51181,                0.95207,                0.76646,                0.77584,                0.83753,                 0.6359,                0.93863,                0.90136,                 1.1112,              0.0003268,              0.0003268,              0.0003268
                     70,                0.69255,                0.49949,                0.94902,                0.79949,                0.79866,                0.83567,                0.62687,                0.93181,                0.88636,                 1.1064,              0.0003169,              0.0003169,              0.0003169
                     71,                0.69059,                0.51128,                0.94765,                   0.84,                 0.7854,                0.85979,                0.64573,                0.92796,                0.86369,                 1.0912,               0.000307,               0.000307,               0.000307
                     72,                0.70359,                0.50874,                0.95041,                 0.8032,                0.80434,                0.85885,                0.64516,                0.94578,                0.88701,                 1.1128,              0.0002971,              0.0002971,              0.0002971
                     73,                0.67791,                0.48972,                0.94216,                0.75285,                0.85325,                0.84189,                0.62124,                0.98074,                0.87722,                 1.1294,              0.0002872,              0.0002872,              0.0002872
                     74,                0.68661,                0.48791,                0.94533,                0.84055,                0.77607,                0.85774,                0.63191,                0.96311,                0.85203,                  1.117,              0.0002773,              0.0002773,              0.0002773
                     75,                0.67403,                 0.4841,                0.93871,                0.78187,                0.80303,                0.83547,                0.62193,                0.94242,                0.90291,                 1.1051,              0.0002674,              0.0002674,              0.0002674
                     76,                0.67225,                0.48795,                0.93885,                0.76955,                0.85096,                0.85487,                0.63222,                0.95165,                0.86811,                  1.111,              0.0002575,              0.0002575,              0.0002575
                     77,                0.67637,                0.48913,                 0.9455,                0.78293,                0.84499,                0.86748,                0.64979,                0.94825,                0.80657,                 1.1147,              0.0002476,              0.0002476,              0.0002476
                     78,                0.67497,                0.48456,                0.93613,                0.76847,                0.80605,                0.84467,                0.63691,                0.93502,                0.85086,                 1.1071,              0.0002377,              0.0002377,              0.0002377
                     79,                0.65175,                0.47047,                0.93192,                0.78913,                0.77506,                0.84731,                0.63404,                 0.9324,                0.87218,                 1.1086,              0.0002278,              0.0002278,              0.0002278
                     80,                0.65773,                0.48112,                0.93355,                0.78511,                0.81186,                0.84239,                0.62714,                0.94246,                0.85865,                 1.1164,              0.0002179,              0.0002179,              0.0002179
                     81,                0.65375,                0.46719,                0.92889,                0.77692,                0.81039,                0.85353,                0.64834,                0.91651,                0.85762,                 1.0939,               0.000208,               0.000208,               0.000208
                     82,                0.65101,                0.45939,                0.92342,                0.78934,                   0.81,                0.85417,                0.64034,                0.93912,                 0.8162,                 1.1137,              0.0001981,              0.0001981,              0.0001981
                     83,                0.65237,                0.47176,                0.92348,                0.77288,                0.85616,                0.85692,                 0.6444,                0.92046,                0.79663,                 1.1027,              0.0001882,              0.0001882,              0.0001882
                     84,                0.64045,                0.45215,                0.92881,                0.80046,                 0.8159,                0.86571,                0.64688,                0.93018,                0.79516,                 1.1033,              0.0001783,              0.0001783,              0.0001783
                     85,                0.63679,                0.46967,                0.92125,                0.80318,                0.81277,                0.85512,                0.64097,                0.92341,                 0.8116,                 1.0971,              0.0001684,              0.0001684,              0.0001684
                     86,                0.64054,                0.44948,                  0.927,                0.78113,                0.82228,                 0.8428,                0.63527,                0.92789,                0.84252,                 1.1063,              0.0001585,              0.0001585,              0.0001585
                     87,                0.63444,                0.44255,                0.92402,                0.79359,                0.81309,                0.85419,                0.63245,                0.93963,                0.83694,                 1.1151,              0.0001486,              0.0001486,              0.0001486
                     88,                0.62555,                0.45512,                0.92139,                0.75117,                0.84012,                0.84802,                0.63272,                0.93434,                0.82995,                 1.1196,              0.0001387,              0.0001387,              0.0001387
                     89,                 0.6284,                 0.4508,                0.92441,                0.77736,                0.82526,                0.84836,                0.62975,                0.93342,                0.83183,                 1.1192,              0.0001288,              0.0001288,              0.0001288
                     90,                0.62487,                0.44558,                 0.9215,                0.81575,                0.79851,                0.86095,                0.64654,                0.94694,                0.80004,                  1.121,              0.0001189,              0.0001189,              0.0001189
                     91,                0.55495,                0.33286,                0.87286,                0.77948,                0.84159,                0.85562,                0.64642,                0.94117,                0.76001,                 1.1297,               0.000109,               0.000109,               0.000109
                     92,                0.52208,                0.31372,                0.86402,                0.80227,                0.81504,                 0.8586,                0.64474,                0.93061,                0.80207,                 1.1132,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.51659,                0.30234,                0.86501,                0.77027,                0.84102,                0.85215,                0.63604,                0.94034,                0.78436,                 1.1225,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.50424,                0.29797,                 0.8599,                0.81066,                0.81478,                0.86013,                0.64188,                0.92892,                0.79734,                 1.1076,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.49981,                0.30051,                0.85067,                0.84047,                0.80574,                0.86711,                0.65479,                0.92482,                0.76301,                 1.1062,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.49364,                0.29319,                0.84766,                0.78837,                0.81112,                0.86053,                0.64257,                0.92779,                0.77014,                 1.1127,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.49386,                0.29412,                0.85124,                0.76335,                 0.8611,                0.86329,                0.65105,                0.92453,                0.77316,                 1.1141,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.47974,                0.28479,                0.84526,                 0.8197,                0.80798,                0.85878,                0.64971,                0.92013,                0.77526,                 1.1085,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.47699,                0.28326,                0.85255,                0.76244,                0.86624,                 0.8644,                0.65548,                0.91545,                0.77692,                 1.1036,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.48053,                0.28224,                0.85174,                0.76926,                0.87228,                0.86504,                0.65085,                0.91879,                0.78191,                 1.1068,               1.99e-05,               1.99e-05,               1.99e-05
