                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.84915,                0.68344,                  1.013,                0.94656,                0.93374,                0.97901,                0.82913,                0.68128,                0.45372,                0.95575,             0.00033097,             0.00033097,             0.00033097
                      2,                  0.891,                0.77845,                 1.0368,                0.88188,                 0.8729,                0.94049,                0.74588,                0.80432,                0.62394,                 1.0097,             0.00065773,             0.00065773,             0.00065773
                      3,                0.95342,                0.84023,                 1.0693,                0.86735,                0.88365,                0.92785,                0.72856,                0.87507,                0.64726,                  1.052,             0.00097788,             0.00097788,             0.00097788
                      4,                0.98884,                0.88274,                 1.0861,                0.80872,                0.75128,                0.83973,                0.63768,                 0.9094,                 0.8114,                 1.0768,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.0078,                0.88708,                  1.081,                0.79048,                0.78781,                0.85679,                0.64821,                0.91609,                0.77407,                 1.0684,              0.0009604,              0.0009604,              0.0009604
                      6,                 0.9784,                0.86939,                  1.077,                0.77564,                0.79327,                0.84715,                0.64888,                0.91882,                0.77868,                 1.0724,              0.0009505,              0.0009505,              0.0009505
                      7,                0.99967,                0.87681,                 1.0861,                0.76991,                0.73522,                0.80454,                0.59663,                0.95398,                0.87879,                 1.1219,              0.0009406,              0.0009406,              0.0009406
                      8,                0.99879,                0.89062,                 1.0845,                0.81655,                0.78768,                0.88332,                0.66942,                0.92851,                0.76019,                 1.0828,              0.0009307,              0.0009307,              0.0009307
                      9,                0.98658,                0.87159,                 1.0825,                0.82677,                0.75455,                0.86749,                0.67482,                  0.906,                0.79105,                 1.0806,              0.0009208,              0.0009208,              0.0009208
                     10,                0.97767,                0.85746,                 1.0807,                 0.7591,                0.77663,                0.84046,                0.62521,                0.96056,                0.86913,                 1.0922,              0.0009109,              0.0009109,              0.0009109
                     11,                0.95729,                0.85412,                 1.0615,                 0.7443,                0.77404,                0.82898,                0.62261,                0.97457,                0.84209,                 1.1128,               0.000901,               0.000901,               0.000901
                     12,                0.96668,                0.86731,                 1.0794,                0.72333,                 0.8213,                0.85431,                0.62868,                 0.9995,                0.79831,                  1.133,              0.0008911,              0.0008911,              0.0008911
                     13,                0.96945,                0.82909,                  1.068,                0.75962,                0.82642,                0.85187,                0.64633,                0.92739,                0.80218,                 1.0911,              0.0008812,              0.0008812,              0.0008812
                     14,                0.95339,                0.82732,                 1.0649,                0.70638,                0.70581,                0.75585,                0.55482,                 1.0603,                0.95659,                 1.1651,              0.0008713,              0.0008713,              0.0008713
                     15,                0.95501,                0.78303,                 1.0601,                 0.7492,                0.72238,                0.80379,                 0.5991,                0.94817,                0.87328,                 1.1208,              0.0008614,              0.0008614,              0.0008614
                     16,                0.95338,                0.81319,                 1.0743,                0.76889,                0.79844,                0.83953,                0.62311,                0.96528,                0.80017,                 1.1167,              0.0008515,              0.0008515,              0.0008515
                     17,                0.94196,                0.79999,                  1.054,                0.76733,                0.78275,                 0.8279,                0.61538,                0.94934,                0.83826,                  1.103,              0.0008416,              0.0008416,              0.0008416
                     18,                0.94216,                0.79651,                   1.06,                0.78189,                0.77707,                0.84752,                0.64358,                0.94744,                0.82374,                 1.0873,              0.0008317,              0.0008317,              0.0008317
                     19,                0.94321,                0.77024,                 1.0485,                0.79765,                  0.852,                0.85103,                0.62947,                0.96051,                 0.7906,                 1.1054,              0.0008218,              0.0008218,              0.0008218
                     20,                0.93185,                0.76926,                 1.0566,                0.74898,                0.84341,                0.85233,                0.61533,                0.99498,                0.85107,                 1.1139,              0.0008119,              0.0008119,              0.0008119
                     21,                0.92917,                0.76457,                 1.0463,                0.80349,                0.75053,                 0.8452,                0.63275,                0.92625,                0.79258,                 1.0836,               0.000802,               0.000802,               0.000802
                     22,                0.91603,                0.75746,                  1.041,                0.75296,                0.80712,                0.84225,                0.61858,                0.94049,                0.78617,                 1.0955,              0.0007921,              0.0007921,              0.0007921
                     23,                0.91957,                 0.7769,                 1.0452,                0.84249,                0.76852,                0.85256,                0.62092,                0.95262,                0.79376,                 1.1081,              0.0007822,              0.0007822,              0.0007822
                     24,                0.89685,                0.75039,                 1.0431,                0.82999,                0.72258,                0.84365,                0.63025,                0.97439,                0.81079,                 1.1218,              0.0007723,              0.0007723,              0.0007723
                     25,                0.91952,                0.73614,                 1.0322,                0.69513,                0.87227,                0.83904,                0.61635,                 1.0064,                0.85281,                 1.1377,              0.0007624,              0.0007624,              0.0007624
                     26,                0.90964,                0.73371,                 1.0431,                0.72832,                0.81049,                0.84267,                0.63094,                0.98423,                0.81229,                 1.1291,              0.0007525,              0.0007525,              0.0007525
                     27,                0.89341,                0.72526,                 1.0325,                0.72946,                0.79792,                0.79973,                0.59746,                 1.0096,                0.91835,                 1.1415,              0.0007426,              0.0007426,              0.0007426
                     28,                 0.8939,                0.68844,                 1.0304,                0.76018,                 0.7291,                0.83683,                0.61915,                0.98975,                0.83606,                 1.1258,              0.0007327,              0.0007327,              0.0007327
                     29,                0.89034,                0.71361,                 1.0281,                0.69841,                0.79786,                0.81213,                0.60622,                0.99006,                0.86592,                 1.1219,              0.0007228,              0.0007228,              0.0007228
                     30,                0.88983,                0.70742,                 1.0322,                0.68612,                0.80657,                0.82122,                0.60907,                0.96293,                0.83099,                  1.114,              0.0007129,              0.0007129,              0.0007129
                     31,                0.88434,                0.71064,                 1.0282,                0.79334,                0.79583,                0.85687,                 0.6308,                0.95749,                0.79994,                 1.1156,               0.000703,               0.000703,               0.000703
                     32,                0.87792,                 0.6986,                 1.0209,                0.72187,                0.78477,                0.80787,                0.59409,                0.98726,                0.87429,                  1.113,              0.0006931,              0.0006931,              0.0006931
                     33,                0.86214,                0.67138,                 1.0105,                0.78607,                0.70492,                0.80421,                 0.5819,                0.97756,                0.91253,                  1.136,              0.0006832,              0.0006832,              0.0006832
                     34,                0.85947,                0.67129,                 1.0228,                 0.7462,                0.70542,                0.78483,                0.57794,                 1.0014,                0.98721,                 1.1304,              0.0006733,              0.0006733,              0.0006733
                     35,                0.85671,                0.66494,                 1.0122,                0.81037,                0.76638,                0.84248,                0.62607,                0.94712,                0.77593,                 1.1086,              0.0006634,              0.0006634,              0.0006634
