                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.2913,                 1.1425,                 1.4093,                0.60702,                0.77079,                0.72546,                0.46884,                 1.1567,                0.94725,                 1.3323,             0.00063508,             0.00063508,             0.00063508
                     14,                  1.274,                 1.1059,                 1.3975,                0.64945,                0.75843,                0.73919,                0.48839,                 1.1488,                0.92388,                 1.3358,             0.00061859,             0.00061859,             0.00061859
                     15,                 1.2448,                 1.0857,                 1.3743,                0.57881,                0.80623,                0.73578,                 0.4859,                 1.1339,                0.92086,                 1.3154,             0.00060209,             0.00060209,             0.00060209
                     16,                 1.2574,                 1.0992,                 1.3816,                0.63706,                0.80164,                0.76358,                0.50079,                 1.1339,                 0.8884,                 1.3236,              0.0005856,              0.0005856,              0.0005856
                     17,                 1.2357,                 1.0767,                 1.3662,                0.67591,                0.74728,                 0.7557,                 0.5056,                 1.1263,                 0.8867,                  1.315,             0.00056911,             0.00056911,             0.00056911
                     18,                 1.2233,                  1.064,                 1.3714,                 0.6231,                0.81207,                0.74695,                 0.4962,                 1.1308,                0.88256,                 1.3358,             0.00055261,             0.00055261,             0.00055261
                     19,                 1.2173,                 1.0579,                 1.3571,                0.59508,                0.83314,                0.75607,                0.51084,                 1.0911,                0.86908,                 1.3094,             0.00053612,             0.00053612,             0.00053612
                     20,                  1.203,                 1.0402,                  1.348,                0.61921,                0.78202,                0.75942,                0.50556,                 1.1299,                0.85661,                 1.3295,             0.00051963,             0.00051963,             0.00051963
                     21,                 1.2104,                 1.0391,                 1.3544,                0.63247,                0.79261,                0.76727,                 0.5187,                  1.103,                0.85618,                 1.2996,             0.00050313,             0.00050313,             0.00050313
                     22,                  1.195,                 1.0259,                 1.3488,                0.63407,                0.81283,                0.76627,                0.53686,                 1.0464,                0.82279,                 1.2729,             0.00048664,             0.00048664,             0.00048664
                     23,                 1.1805,                 1.0112,                 1.3305,                0.63784,                0.81273,                0.76533,                0.52758,                 1.0671,                0.83307,                 1.2735,             0.00047015,             0.00047015,             0.00047015
                     24,                 1.1799,                 1.0041,                 1.3264,                0.65532,                0.80469,                0.78005,                0.53547,                 1.0628,                0.82639,                 1.2769,             0.00045365,             0.00045365,             0.00045365
                     25,                 1.1677,                0.99044,                 1.3335,                0.68422,                0.76349,                0.77669,                0.54478,                 1.0425,                0.82487,                 1.2736,             0.00043716,             0.00043716,             0.00043716
                     26,                 1.1615,                0.98196,                 1.3191,                0.68329,                0.77872,                0.77675,                0.53688,                  1.043,                0.83219,                 1.2611,             0.00042066,             0.00042066,             0.00042066
                     27,                 1.1584,                0.98278,                 1.3256,                0.68205,                0.79661,                0.78464,                0.55334,                 1.0196,                0.80472,                 1.2466,             0.00040417,             0.00040417,             0.00040417
                     28,                 1.1603,                0.97723,                 1.3279,                0.73119,                0.74143,                0.79443,                0.56084,                 1.0392,                0.80048,                  1.255,             0.00038768,             0.00038768,             0.00038768
                     29,                 1.1418,                0.95863,                 1.3115,                0.69065,                0.78501,                0.78946,                0.56699,                 1.0145,                0.78743,                 1.2423,             0.00037118,             0.00037118,             0.00037118
                     30,                 1.1294,                0.95126,                 1.3002,                0.66861,                0.81035,                0.80458,                0.56713,                 1.0081,                0.79608,                 1.2415,             0.00035469,             0.00035469,             0.00035469
                     31,                 1.1454,                0.95863,                 1.3108,                0.68075,                0.79904,                0.79732,                0.57491,                0.98029,                0.77648,                 1.2201,              0.0003382,              0.0003382,              0.0003382
                     32,                 1.1369,                0.93251,                 1.3015,                0.69764,                0.82988,                0.81319,                 0.5754,                 1.0053,                0.77753,                  1.246,              0.0003217,              0.0003217,              0.0003217
                     33,                 1.1345,                0.93585,                 1.2985,                0.69768,                0.79881,                0.80143,                0.57492,                0.99453,                0.76966,                 1.2323,             0.00030521,             0.00030521,             0.00030521
                     34,                 1.1062,                0.92995,                 1.2865,                0.69423,                0.81756,                0.81506,                0.59091,                0.97773,                0.75457,                 1.2154,             0.00028872,             0.00028872,             0.00028872
                     35,                 1.0908,                0.91295,                 1.2744,                0.72382,                0.78837,                0.81196,                0.58748,                0.96386,                0.74676,                 1.2082,             0.00027222,             0.00027222,             0.00027222
                     36,                  1.094,                0.90709,                 1.2804,                0.71862,                0.77845,                0.80776,                 0.5871,                 0.9737,                0.74096,                  1.217,             0.00025573,             0.00025573,             0.00025573
                     37,                 1.0938,                0.92329,                 1.2802,                0.73563,                0.80773,                0.82329,                0.59573,                0.97309,                 0.7416,                 1.2132,             0.00023924,             0.00023924,             0.00023924
                     38,                 1.0891,                0.89272,                 1.2802,                0.71309,                0.82774,                0.81909,                0.59675,                0.94684,                0.74035,                 1.1953,             0.00022274,             0.00022274,             0.00022274
                     39,                 1.0904,                0.90742,                 1.2822,                0.73322,                0.79773,                0.82067,                0.60384,                0.93458,                0.73055,                 1.1964,             0.00020625,             0.00020625,             0.00020625
                     40,                 1.0816,                0.89359,                 1.2667,                0.70803,                0.82614,                0.81897,                0.60343,                0.93534,                0.73608,                 1.1913,             0.00018976,             0.00018976,             0.00018976
                     41,                 1.0306,                0.78873,                 1.2416,                0.70073,                0.85736,                0.82899,                0.60554,                0.93618,                0.72312,                 1.1965,             0.00017326,             0.00017326,             0.00017326
                     42,                 1.0187,                0.76953,                 1.2319,                0.72223,                 0.8153,                0.81896,                0.61073,                0.91248,                0.71458,                 1.1793,             0.00015677,             0.00015677,             0.00015677
                     43,                   1.01,                0.76375,                  1.227,                0.73113,                0.81499,                0.82959,                0.61362,                0.92691,                0.71058,                 1.1878,             0.00014028,             0.00014028,             0.00014028
                     44,                0.98882,                0.75533,                 1.2115,                0.72759,                0.82642,                0.82847,                0.61957,                0.90358,                0.69938,                 1.1705,             0.00012378,             0.00012378,             0.00012378
                     45,                0.97965,                0.74987,                 1.2088,                0.73083,                0.84624,                0.83158,                0.62266,                0.89864,                0.69671,                 1.1699,             0.00010729,             0.00010729,             0.00010729
                     46,                0.96824,                0.74199,                 1.1988,                0.73369,                0.82416,                 0.8333,                0.62617,                0.90518,                0.69218,                 1.1717,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     47,                0.97123,                0.73602,                 1.1984,                0.74228,                0.82433,                0.83999,                0.63648,                0.87499,                0.68223,                 1.1542,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     48,                0.96568,                0.73457,                 1.1951,                0.73132,                0.84623,                0.84433,                0.64213,                 0.8705,                0.67939,                 1.1526,              5.781e-05,              5.781e-05,              5.781e-05
                     49,                0.95044,                0.72299,                 1.1879,                0.74863,                0.82501,                0.84215,                0.64243,                  0.867,                  0.676,                 1.1488,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     50,                 0.9448,                0.71671,                 1.1758,                0.75198,                0.81261,                0.84594,                0.64747,                0.86017,                0.67434,                 1.1467,             2.4823e-05,             2.4823e-05,             2.4823e-05
