                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5273,                   2.91,                 1.4844,                0.53311,                0.67712,                0.58017,                0.33531,                 1.3478,                  1.612,                 1.4391,             0.00027737,             0.00027737,             0.00027737
                      2,                 1.4567,                 1.8723,                 1.4878,                0.56564,                0.66678,                0.61481,                0.34629,                 1.3814,                 1.3601,                 1.4638,             0.00054404,             0.00054404,             0.00054404
                      3,                 1.4557,                 1.6617,                  1.499,                0.55621,                0.71389,                0.64162,                 0.3765,                 1.3389,                 1.2908,                 1.4432,             0.00079973,             0.00079973,             0.00079973
                      4,                 1.4203,                 1.5161,                 1.4877,                0.62539,                0.70935,                0.66794,                0.39746,                 1.3138,                 1.1881,                 1.4446,             0.00078352,             0.00078352,             0.00078352
                      5,                 1.3902,                 1.3991,                 1.4702,                0.59108,                0.74321,                0.68964,                0.41527,                 1.3007,                 1.1241,                 1.4246,             0.00076703,             0.00076703,             0.00076703
                      6,                 1.3862,                 1.3467,                 1.4629,                0.54839,                0.74983,                0.66761,                0.41343,                 1.2678,                 1.1338,                 1.4264,             0.00075053,             0.00075053,             0.00075053
                      7,                 1.3538,                   1.29,                 1.4492,                0.57725,                0.76108,                0.69593,                0.43454,                  1.232,                 1.0466,                 1.3907,             0.00073404,             0.00073404,             0.00073404
                      8,                 1.3394,                  1.254,                 1.4482,                0.59703,                0.75193,                    0.7,                0.44697,                 1.2124,                 1.0381,                 1.3741,             0.00071755,             0.00071755,             0.00071755
                      9,                 1.3288,                 1.2201,                 1.4276,                0.59507,                0.75909,                0.70472,                 0.4459,                 1.2262,                 1.0182,                 1.4055,             0.00070105,             0.00070105,             0.00070105
                     10,                 1.2996,                 1.1843,                 1.4145,                0.63448,                0.73675,                0.71273,                0.45496,                 1.2201,                0.98822,                 1.3746,             0.00068456,             0.00068456,             0.00068456
                     11,                 1.2987,                 1.1731,                  1.407,                0.57264,                0.80898,                0.73212,                0.45489,                 1.2215,                0.98267,                 1.3745,             0.00066807,             0.00066807,             0.00066807
                     12,                 1.2838,                  1.157,                 1.4065,                0.61538,                0.81419,                0.71363,                0.46432,                 1.1984,                0.95806,                  1.355,             0.00065157,             0.00065157,             0.00065157
