                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.467,                 3.6256,                 1.3581,                0.27109,                0.19197,                0.25754,                0.14907,                 1.3461,                 2.8081,                 1.3215,             0.00033121,             0.00033121,             0.00033121
                      2,                 1.3935,                 2.6352,                 1.2908,                0.25473,                0.52474,                0.33655,                0.20671,                 1.3345,                 1.8951,                 1.3801,             0.00065139,             0.00065139,             0.00065139
                      3,                 1.3912,                 2.2207,                 1.3142,                0.32841,                0.51474,                0.38289,                0.24264,                 1.2901,                 1.8947,                 1.3257,             0.00095836,             0.00095836,             0.00095836
                      4,                 1.3436,                 1.9915,                 1.2973,                0.38993,                0.60915,                0.42743,                0.26921,                 1.2484,                 1.6028,                 1.2873,              0.0009406,              0.0009406,              0.0009406
                      5,                 1.3139,                 1.7996,                 1.2579,                0.35321,                0.57472,                0.41551,                0.25597,                 1.2788,                 1.6598,                 1.2957,              0.0009208,              0.0009208,              0.0009208
                      6,                 1.3054,                 1.6948,                 1.2673,                0.34546,                0.58145,                0.43254,                  0.277,                  1.216,                 1.4898,                 1.2887,               0.000901,               0.000901,               0.000901
                      7,                 1.2975,                 1.6208,                 1.2626,                0.35526,                0.60436,                0.43531,                0.28397,                 1.2478,                 1.5863,                 1.2774,              0.0008812,              0.0008812,              0.0008812
                      8,                 1.2708,                 1.5656,                 1.2443,                0.40232,                 0.6102,                 0.4632,                0.30807,                 1.1736,                 1.5459,                 1.2525,              0.0008614,              0.0008614,              0.0008614
                      9,                  1.242,                 1.5395,                 1.2352,                0.34624,                0.67276,                0.48837,                0.32618,                  1.143,                 1.4426,                 1.2242,              0.0008416,              0.0008416,              0.0008416
                     10,                  1.219,                 1.4931,                 1.2155,                0.38467,                 0.7018,                0.50675,                0.33739,                 1.1976,                 1.4026,                 1.2503,              0.0008218,              0.0008218,              0.0008218
                     11,                 1.2515,                 1.4262,                 1.2445,                0.39506,                0.70189,                0.48621,                0.32747,                  1.194,                 1.3858,                 1.2501,               0.000802,               0.000802,               0.000802
                     12,                 1.2167,                 1.4157,                 1.2177,                 0.4478,                0.62114,                0.54066,                0.36872,                  1.079,                 1.3246,                 1.1804,              0.0007822,              0.0007822,              0.0007822
                     13,                 1.1986,                 1.3665,                 1.1989,                0.43914,                0.66749,                0.56389,                0.39914,                  1.109,                 1.3011,                 1.1893,              0.0007624,              0.0007624,              0.0007624
                     14,                 1.1947,                 1.3519,                 1.2035,                 0.4616,                0.63377,                0.59184,                 0.4042,                 1.0873,                 1.2331,                  1.185,              0.0007426,              0.0007426,              0.0007426
                     15,                 1.1883,                 1.3478,                 1.2025,                 0.4794,                0.68904,                0.56588,                0.39249,                 1.0729,                 1.2998,                 1.1704,              0.0007228,              0.0007228,              0.0007228
                     16,                 1.1644,                  1.298,                 1.1934,                0.51368,                0.61079,                0.59615,                0.41577,                 1.0954,                 1.1811,                  1.199,               0.000703,               0.000703,               0.000703
                     17,                 1.1574,                 1.2849,                 1.1806,                0.48236,                0.71844,                0.60225,                0.42838,                 1.0561,                 1.1567,                  1.153,              0.0006832,              0.0006832,              0.0006832
                     18,                 1.1643,                 1.2727,                 1.1849,                0.51027,                0.69557,                0.62317,                0.43157,                 1.1236,                 1.2193,                 1.1885,              0.0006634,              0.0006634,              0.0006634
                     19,                 1.1656,                 1.2834,                 1.1913,                0.58864,                0.73863,                0.71904,                0.50862,                 1.0517,                 1.0708,                 1.1425,              0.0006436,              0.0006436,              0.0006436
                     20,                 1.1444,                 1.2457,                 1.1757,                0.52313,                0.68088,                0.62889,                0.43874,                 1.0868,                 1.1439,                 1.1919,              0.0006238,              0.0006238,              0.0006238
                     21,                 1.1408,                 1.1985,                 1.1778,                0.58325,                0.71882,                 0.6782,                0.49628,                  1.006,                 1.0977,                 1.1451,               0.000604,               0.000604,               0.000604
                     22,                 1.1256,                 1.1981,                 1.1722,                0.54475,                0.73208,                0.66493,                0.47388,                 1.0386,                 1.0965,                 1.1453,              0.0005842,              0.0005842,              0.0005842
                     23,                  1.119,                 1.1963,                 1.1768,                0.64974,                0.64204,                0.67609,                0.48876,                 1.0255,                 1.0618,                 1.1422,              0.0005644,              0.0005644,              0.0005644
                     24,                 1.1031,                 1.1721,                  1.159,                0.57397,                0.62804,                0.65628,                0.47968,                 1.0073,                 1.1123,                 1.1253,              0.0005446,              0.0005446,              0.0005446
                     25,                 1.0901,                 1.1467,                 1.1526,                0.63722,                0.71615,                0.75649,                 0.5462,                 1.0193,                0.97703,                 1.1509,              0.0005248,              0.0005248,              0.0005248
                     26,                  1.077,                 1.1355,                  1.147,                0.65236,                0.67582,                0.74705,                0.56627,                 0.9697,                0.96978,                 1.1083,               0.000505,               0.000505,               0.000505
                     27,                 1.0882,                 1.1077,                 1.1457,                0.64405,                0.83181,                0.78685,                0.58887,                0.95385,                0.92334,                 1.1005,              0.0004852,              0.0004852,              0.0004852
                     28,                   1.07,                  1.095,                 1.1353,                0.66454,                0.62614,                0.72759,                0.53601,                0.97403,                0.99298,                  1.104,              0.0004654,              0.0004654,              0.0004654
                     29,                 1.0646,                 1.1021,                 1.1378,                0.62912,                0.82062,                0.78265,                0.56133,                 1.0045,                0.92088,                 1.1287,              0.0004456,              0.0004456,              0.0004456
                     30,                 1.0619,                 1.0538,                 1.1246,                0.65076,                0.75996,                0.79304,                0.59345,                0.95193,                0.90492,                 1.0873,              0.0004258,              0.0004258,              0.0004258
                     31,                 1.0339,                  1.039,                 1.1096,                0.69713,                0.79405,                0.81594,                0.62502,                0.92615,                0.84852,                 1.0887,               0.000406,               0.000406,               0.000406
                     32,                 1.0333,                 1.0294,                  1.118,                0.71839,                0.83221,                0.84581,                0.63558,                0.93399,                0.83662,                 1.0816,              0.0003862,              0.0003862,              0.0003862
                     33,                 1.0306,                  1.021,                 1.1123,                0.76645,                0.73167,                0.85273,                0.64895,                0.92972,                0.82005,                 1.0773,              0.0003664,              0.0003664,              0.0003664
                     34,                0.99958,                0.98131,                 1.1036,                0.80529,                0.71107,                0.81545,                0.62826,                 0.9049,                0.84762,                 1.0668,              0.0003466,              0.0003466,              0.0003466
                     35,                 1.0154,                0.98097,                 1.0957,                0.76871,                0.84056,                0.86519,                0.65132,                0.92754,                0.79634,                 1.0906,              0.0003268,              0.0003268,              0.0003268
                     36,                 1.0065,                0.96168,                 1.1043,                 0.7193,                0.85983,                0.87056,                0.66517,                0.88984,                 0.7811,                 1.0713,               0.000307,               0.000307,               0.000307
                     37,                   0.99,                0.94097,                 1.1019,                0.78224,                0.83021,                0.88733,                0.69859,                0.85456,                0.75029,                 1.0438,              0.0002872,              0.0002872,              0.0002872
                     38,                0.96527,                0.93532,                 1.0874,                0.81953,                0.78693,                0.87626,                0.68636,                0.86705,                0.74917,                 1.0463,              0.0002674,              0.0002674,              0.0002674
                     39,                  0.968,                0.90983,                 1.0875,                0.77554,                0.87323,                0.91483,                 0.7118,                0.87442,                0.69056,                 1.0405,              0.0002476,              0.0002476,              0.0002476
                     40,                0.96593,                  0.913,                 1.0848,                 0.7235,                0.90164,                0.90248,                0.71204,                0.83559,                0.71273,                 1.0329,              0.0002278,              0.0002278,              0.0002278
                     41,                0.90768,                0.78704,                 1.0622,                0.78151,                0.81849,                0.87624,                0.69404,                0.84473,                0.73507,                 1.0415,               0.000208,               0.000208,               0.000208
                     42,                0.87965,                 0.7459,                 1.0472,                0.83396,                 0.8691,                0.93195,                0.73731,                0.81729,                0.65392,                 1.0209,              0.0001882,              0.0001882,              0.0001882
                     43,                0.86954,                0.71671,                 1.0413,                0.81353,                0.88848,                0.93162,                0.74598,                0.81033,                0.64297,                 1.0175,              0.0001684,              0.0001684,              0.0001684
                     44,                0.86068,                0.69306,                 1.0309,                  0.877,                0.86609,                0.94952,                0.76862,                0.78231,                0.59625,                 1.0049,              0.0001486,              0.0001486,              0.0001486
                     45,                0.84597,                 0.6795,                 1.0288,                0.86107,                0.88899,                0.93889,                0.75344,                0.78561,                  0.593,                 1.0028,              0.0001288,              0.0001288,              0.0001288
                     46,                0.84162,                0.64071,                 1.0295,                0.90199,                 0.9335,                0.96454,                0.78754,                0.77404,                0.56081,                0.99524,               0.000109,               0.000109,               0.000109
                     47,                0.82777,                0.63341,                 1.0207,                0.92842,                0.90201,                0.96075,                0.78383,                0.76267,                0.54734,                0.99368,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.81673,                0.62928,                 1.0124,                0.91426,                0.90402,                0.96551,                0.79726,                0.74828,                  0.541,                0.98397,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.80339,                0.60925,                 1.0037,                0.92483,                0.90754,                0.97131,                0.79447,                0.75113,                0.52216,                0.98815,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                0.79869,                0.59337,                 1.0088,                0.89983,                0.91785,                0.96703,                 0.8049,                0.74049,                0.52491,                0.98091,               2.98e-05,               2.98e-05,               2.98e-05
